drug,adverse_event,report_count
acetaminophen,hypertransaminasaemia,60
adalimumab,brain fog,60
adalimumab,exposure via skin contact,60
adalimumab,hyperhidrosis,60
adalimumab,post procedural complication,60
adalimumab-afzb,inappropriate schedule of product administration,60
agalsidase beta,illness,60
alendronic acid,fatigue,60
alendronic acid,fibromyalgia,60
alendronic acid,hypertension,60
alendronic acid,systemic lupus erythematosus,60
ambrisentan,pain,60
ambrisentan,pain in extremity,60
amlodipine besylate,hypoxia,60
amlodipine besylate,product use in unapproved indication,60
amlodipine besylate,product use issue,60
anastrozole,pain in extremity,60
andexanet alfa,cerebral infarction,60
anifrolumab,systemic lupus erythematosus,60
anifrolumab-fnia,fatigue,60
"antihemophilic factor, human recombinant",seasonal allergy,60
"antihemophilic factor, human recombinant",streptococcal infection,60
"antihemophilic factor, human recombinant",toothache,60
apixaban,joint swelling,60
apomorphine hydrochloride,headache,60
aripiprazole,treatment failure,60
asfotase alfa,injection site discolouration,60
asfotase alfa,neuropathy peripheral,60
atorvastatin,cough,60
atorvastatin calcium,rhabdomyolysis,60
avapritinib,adverse drug reaction,60
avapritinib,platelet count decreased,60
belimumab,anxiety,60
belimumab,back pain,60
belimumab,feeling abnormal,60
benralizumab,needle issue,60
bevacizumab,aspartate aminotransferase increased,60
bevacizumab,neutrophil count decreased,60
bimekizumab-bkzx,burning sensation,60
brigatinib,dry mouth,60
brigatinib,weight increased,60
brivaracetam,fall,60
budesonide,pain in extremity,60
budesonide\formoterol\glycopyrrolate,tremor,60
bupropion hydrochloride,cardiogenic shock,60
bupropion hydrochloride\naltrexone hydrochloride,urticaria,60
calcium carbonate,lower respiratory tract infection,60
calcium carbonate,memory impairment,60
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,heart rate increased,60
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,sedation,60
capecitabine,neoplasm progression,60
capivasertib,diabetic ketoacidosis,60
carboplatin,abdominal pain,60
carboplatin,adrenal insufficiency,60
carboplatin,dizziness,60
carboplatin,oxygen saturation decreased,60
carboplatin,platelet count decreased,60
celecoxib,c-reactive protein,60
celecoxib,foot deformity,60
celecoxib,lupus-like syndrome,60
cenegermin-bkbj,intentional product misuse,60
cenegermin-bkbj,treatment noncompliance,60
cetirizine hydrochloride,hepatic enzyme increased,60
cetirizine hydrochloride,swelling,60
corticotropin,covid-19,60
daratumumab,anaemia,60
dexamethasone,headache,60
diclofenac,bursitis,60
diclofenac sodium,c-reactive protein abnormal,60
diclofenac sodium,muscle spasms,60
diclofenac sodium,paraesthesia,60
diclofenac sodium,psoriasis,60
dimethyl fumarate,treatment failure,60
diroximel fumarate,anxiety,60
diroximel fumarate,malaise,60
donanemab-azbt,confusional state,60
dupilumab,drug intolerance,60
dupilumab,kidney infection,60
eculizumab,seizure,60
elexacaftor\ivacaftor\tezacaftor,aspartate aminotransferase increased,60
elexacaftor\ivacaftor\tezacaftor,attention deficit hyperactivity disorder,60
empagliflozin,fatigue,60
enoxaparin sodium,no adverse event,60
eptinezumab-jjmr,dyspnoea,60
erenumab-aooe,dizziness,60
erenumab-aooe,product communication issue,60
esketamine,fall,60
esomeprazole magnesium,deafness,60
esomeprazole magnesium,nasopharyngitis,60
etonogestrel,abortion spontaneous,60
evolocumab,cardiac disorder,60
evolocumab,fear of injection,60
evolocumab,feeling abnormal,60
fenfluramine,infection,60
fentanyl,off label use,60
ferric carboxymaltose,dyspnoea,60
fluoxetine hydrochloride,off label use,60
foscarbidopa\foslevodopa,hip fracture,60
fruquintinib,oral pain,60
fruquintinib,pyrexia,60
fruquintinib,renal impairment,60
fulvestrant,pruritus,60
gabapentin,insomnia,60
gabapentin,pruritus,60
gabapentin,withdrawal syndrome,60
gilteritinib,myelosuppression,60
golimumab,malaise,60
guselkumab,colitis ulcerative,60
human immunoglobulin g,drug interaction,60
human immunoglobulin g,dry throat,60
human immunoglobulin g,exostosis,60
human immunoglobulin g,faeces discoloured,60
human immunoglobulin g,granuloma,60
human immunoglobulin g,immune thrombocytopenia,60
human immunoglobulin g,product physical issue,60
human immunoglobulin g,protein total increased,60
human immunoglobulin g\hyaluronidase (human recombinant),dry eye,60
human immunoglobulin g\hyaluronidase (human recombinant),dyspnoea exertional,60
human immunoglobulin g\hyaluronidase (human recombinant),hypersomnia,60
human immunoglobulin g\hyaluronidase (human recombinant),mouth ulceration,60
human immunoglobulin g\hyaluronidase (human recombinant),product administration interrupted,60
human immunoglobulin g\hyaluronidase (human recombinant),renal failure,60
ibrutinib,pyrexia,60
idursulfase,aphasia,60
idursulfase,catheter site thrombosis,60
idursulfase,hypertonia,60
imatinib mesylate,malignant neoplasm progression,60
infliximab,swelling,60
infliximab,tremor,60
infliximab-dyyb,drug level increased,60
infliximab-dyyb,frequent bowel movements,60
isotretinoin,condition aggravated,60
lamotrigine,headache,60
lamotrigine,pruritus,60
lanadelumab,constipation,60
lanadelumab,ear infection,60
leuprolide acetate,prostate cancer,60
levonorgestrel,device issue,60
levothyroxine sodium,illness,60
levothyroxine sodium,weight decreased,60
liraglutide,diarrhoea,60
lisinopril,hypotension,60
lutetium lu-177 vipivotide tetraxetan,nausea,60
maribavir,off label use,60
mepolizumab,choking,60
mepolizumab,hypoaesthesia,60
mesalamine,weight decreased,60
metformin hydrochloride,blood creatinine increased,60
metformin hydrochloride,drug level increased,60
methotrexate,cataract,60
methotrexate sodium,product dose omission issue,60
midazolam,off label use,60
morphine sulfate,off label use,60
natalizumab,muscular weakness,60
nemolizumab-ilto,fatigue,60
nemolizumab-ilto,skin discolouration,60
nirogacestat,diarrhoea,60
nirsevimab-alip,product storage error,60
nivolumab,colitis,60
nivolumab,erythema,60
nivolumab,pain,60
ocrelizumab,feeling hot,60
octreotide acetate,dizziness,60
odevixibat,diarrhoea,60
ofatumumab,depressed mood,60
ofatumumab,seizure,60
ofatumumab,upper respiratory tract infection,60
olanzapine,anxiety,60
olaparib,anxiety,60
omalizumab,gastroenteritis viral,60
omalizumab,gastrooesophageal reflux disease,60
omalizumab,injection site bruising,60
omaveloxolone,blood cholesterol increased,60
omeprazole,hyponatraemia,60
onabotulinumtoxina,surgery,60
onasemnogene abeparvovec-xioi,cough,60
osimertinib,syncope,60
oxaliplatin,infusion related reaction,60
oxycodone hydrochloride,dyspnoea,60
oxycodone hydrochloride,swelling,60
oxycodone hydrochloride,unevaluable event,60
paliperidone palmitate,tremor,60
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,incorrect dose administered,60
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,unevaluable event,60
panitumumab,vomiting,60
paroxetine,toxicity to various agents,60
pegcetacoplan,visual impairment,60
pegvaliase-pqpz,headache,60
pembrolizumab,infection,60
pemetrexed,neutropenia,60
pertuzumab,off label use,60
phenytoin,toxicity to various agents,60
pimavanserin tartrate,delirium,60
ponatinib,hypoaesthesia,60
prasterone,off label use,60
prednisone,confusional state,60
pregabalin,abdominal pain,60
pregabalin,hypersensitivity,60
pregabalin,myoclonus,60
quetiapine,vomiting,60
quetiapine fumarate,prescribed overdose,60
ribociclib,rash,60
ribociclib succinate,breast cancer,60
ribociclib succinate,weight increased,60
ripretinib,decreased appetite,60
risankizumab-rzaa,balance disorder,60
risankizumab-rzaa,live birth,60
risankizumab-rzaa,upper limb fracture,60
risperidone,hyperprolactinaemia,60
risperidone,neuroleptic malignant syndrome,60
risperidone,suicide attempt,60
rituximab,lymphadenopathy,60
ruxolitinib,arthritis,60
ruxolitinib,insurance issue,60
secukinumab,chest discomfort,60
secukinumab,finger deformity,60
secukinumab,influenza like illness,60
selexipag,dizziness,60
sodium citrate,feeling hot,60
sodium oxybate,malaise,60
sparsentan,dehydration,60
tacrolimus,staphylococcal infection,60
teduglutide,blood uric acid increased,60
teduglutide,foot fracture,60
teduglutide,injection site discharge,60
teduglutide,magnesium deficiency,60
teduglutide,rotator cuff syndrome,60
teduglutide,taste disorder,60
tezepelumab-ekko,urticaria,60
tiotropium bromide,device mechanical issue,60
tirzepatide,blindness unilateral,60
tirzepatide,intercepted product selection error,60
tocilizumab,rales,60
tolvaptan,nocturia,60
tolvaptan,off label use,60
trametinib dimethyl sulfoxide,off label use,60
treprostinil,bacteraemia,60
treprostinil,thirst,60
treprostinil sodium,epistaxis,60
treprostinil sodium,infusion site pain,60
trofinetide,irritability,60
upadacitinib,c-reactive protein increased,60
upadacitinib,dysstasia,60
upadacitinib,joint stiffness,60
upadacitinib,migraine,60
upadacitinib,swelling face,60
valbenazine ditosylate,tremor,60
valsartan,renal cyst,60
vedolizumab,bile duct stone,60
vedolizumab,ear discomfort,60
vedolizumab,family stress,60
vedolizumab,gamma-glutamyltransferase increased,60
vedolizumab,gastric infection,60
vedolizumab,gastritis erosive,60
vedolizumab,injection site urticaria,60
vedolizumab,subcutaneous abscess,60
velaglucerase alfa,sinusitis,60
vemurafenib,off label use,60
venetoclax,lymphadenopathy,60
venetoclax,rash,60
vimseltinib,swelling face,60
vismodegib,alopecia,60
voclosporin,product dose omission in error,60
zolpidem tartrate,altered state of consciousness,60
.alpha.1-proteinase inhibitor human,accident,59
abatacept,adjustment disorder with depressed mood,59
abatacept,injection site reaction,59
abemaciclib,red blood cell count decreased,59
acalabrutinib,haemoglobin decreased,59
aceclidine hydrochloride,instillation site irritation,59
acetaminophen,bradycardia,59
adalimumab,eye pain,59
adalimumab-adaz,asthenia,59
adalimumab-adaz,headache,59
agalsidase beta,condition aggravated,59
agalsidase beta,fatigue,59
albuterol,product cleaning inadequate,59
alendronate sodium,arthritis,59
alendronate sodium,nail disorder,59
alendronate sodium,osteoporosis,59
alendronate sodium,respiratory disorder,59
alendronic acid,lung disorder,59
alendronic acid,swelling,59
amlodipine besylate,cardiogenic shock,59
amphetamine aspartate\amphetamine sulfate\dextroamphetamine saccharate\dextroamphetamine sulfate,homicide,59
anastrozole,leukopenia,59
"antihemophilic factor, human recombinant",abdominal pain upper,59
"antihemophilic factor, human recombinant",foot fracture,59
aripiprazole,apathy,59
aripiprazole,mental impairment,59
aspirin,toxicity to various agents,59
atezolizumab,cough,59
atezolizumab,liver disorder,59
avacopan,drug-induced liver injury,59
azacitidine,sepsis,59
baclofen,coma,59
belimumab,circumstance or information capable of leading to medication error,59
belimumab,infection,59
benralizumab,chest pain,59
benralizumab,hypersensitivity,59
bisoprolol,hypotension,59
bosutinib monohydrate,malaise,59
brigatinib,influenza,59
brigatinib,pneumonia,59
budesonide\formoterol fumarate,product availability issue,59
budesonide\formoterol fumarate dihydrate,productive cough,59
buprenorphine,confusional state,59
buprenorphine,product dose omission issue,59
bupropion hydrochloride,depression,59
bupropion hydrochloride\naltrexone hydrochloride,somnolence,59
calcium carbonate,exposure during pregnancy,59
calcium carbonate,infection,59
calcium carbonate,road traffic accident,59
calcium carbonate,"sleep disorder due to general medical condition, insomnia type",59
capsaicin,hypoaesthesia,59
capsaicin,paraesthesia,59
carbamazepine,fall,59
carbidopa\levodopa,stoma site pain,59
carbidopa\levodopa,unevaluable event,59
carboplatin,tachycardia,59
carboxymethylcellulose sodium\glycerin,eye irritation,59
celecoxib,bone erosion,59
celecoxib,exostosis,59
cenobamate,gait disturbance,59
certolizumab pegol,obesity,59
cetirizine hydrochloride,wrong technique in product usage process,59
ciclesonide,dyspnoea,59
ciprofloxacin,chest pain,59
citalopram,headache,59
deferiprone,prescribed overdose,59
deutetrabenazine,dizziness,59
dexmethylphenidate hydrochloride,drug ineffective,59
diclofenac sodium,depression,59
diclofenac sodium,oedema,59
digoxin,toxicity to various agents,59
dimethyl fumarate,diarrhoea,59
diroximel fumarate,covid-19,59
diroximel fumarate,pain in extremity,59
donanemab-azbt,cerebral microhaemorrhage,59
doxorubicin,anaemia,59
doxorubicin,neuropathy peripheral,59
drospirenone,product prescribing issue,59
dupilumab,pulmonary embolism,59
dupilumab,skin abrasion,59
eculizumab,muscular weakness,59
efmoroctocog alfa,spontaneous haemorrhage,59
efmoroctocog alfa,traumatic haemorrhage,59
emtricitabine\tenofovir disoproxil,neurodevelopmental disorder,59
encorafenib,decreased appetite,59
enfortumab vedotin-ejfv,vomiting,59
enzalutamide,decreased appetite,59
epinephrine,needle issue,59
eptinezumab-jjmr,chest discomfort,59
esomeprazole,arthralgia,59
esomeprazole,pyrexia,59
esomeprazole magnesium,back pain,59
estradiol,insomnia,59
etanercept,asthenia,59
etanercept-szzs,psoriatic arthropathy,59
evolocumab,oropharyngeal pain,59
evolocumab,therapy non-responder,59
fenfluramine,asthenia,59
fenfluramine,hallucination,59
fenfluramine,sinusitis,59
fezolinetant,off label use,59
fluticasone furoate\umeclidinium bromide\vilanterol trifenatate,product use issue,59
fruquintinib,somnolence,59
furosemide,drug interaction,59
gabapentin,seizure,59
galcanezumab-gnlm,injury associated with device,59
galcanezumab-gnlm,wrong technique in device usage process,59
glatiramer acetate,drug dose omission by device,59
golimumab,diarrhoea,59
guselkumab,covid-19,59
guselkumab,infusion related reaction,59
guselkumab,nausea,59
human immunoglobulin g,bowel movement irregularity,59
human immunoglobulin g,death of relative,59
human immunoglobulin g,motor dysfunction,59
human immunoglobulin g,paralysis,59
human immunoglobulin g,rhinalgia,59
human immunoglobulin g,shoulder fracture,59
human immunoglobulin g\hyaluronidase (human recombinant),no adverse event,59
human immunoglobulin g\hyaluronidase (human recombinant),post procedural complication,59
ibrutinib,muscle spasms,59
ibrutinib,white blood cell count increased,59
icatibant acetate,ageusia,59
icatibant acetate,anosmia,59
icatibant acetate,injection site bruising,59
idursulfase,head discomfort,59
idursulfase,mouth injury,59
idursulfase,pharyngitis streptococcal,59
idursulfase,toe walking,59
inclisiran sodium,pruritus,59
infliximab,drug-induced liver injury,59
infliximab,folliculitis,59
insulin aspart,myocardial infarction,59
insulin glargine,blindness,59
insulin human,blood glucose decreased,59
ipilimumab,fulminant type 1 diabetes mellitus,59
ipilimumab,hepatic function abnormal,59
ipilimumab,malaise,59
ipilimumab,non-small cell lung cancer,59
ixazomib,gastrointestinal disorder,59
ixekizumab,overdose,59
ixekizumab,therapy interrupted,59
lamotrigine,blister,59
lamotrigine,product use in unapproved indication,59
lanadelumab,discomfort,59
leflunomide,diarrhoea,59
leflunomide,synovitis,59
lenalidomide,dry eye,59
lenalidomide,fluid retention,59
lenalidomide,influenza like illness,59
lenvatinib,death,59
leuprolide acetate,dysuria,59
leuprolide acetate,product reconstitution quality issue,59
levetiracetam,suicide attempt,59
levetiracetam,tremor,59
levetiracetam,weight decreased,59
levofloxacin,paraesthesia,59
levonorgestrel,amenorrhoea,59
lifitegrast,eye pain,59
linezolid,neuropathy peripheral,59
